"","id","group","author_sign","author_full_name","title","city","publisher","year","pages","size_cm","nlr","rsl","rozanov","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","spbgu","n_total"
"374",409,"sep_lyr",NA,NA,"Три стихотворения. [Петру Николаевичу Измайлову. Незнакомке. Звезде Востока]","СПб.","И.П. Бочарова",1842,11,24,1,0,0,0,0,0,0,0,0,0,0,1
"375",410,"sep_nar",NA,NA,"Мечта : Рассказ в стихах.","СПб.","Крайя",1842,32,14,1,0,0,0,0,0,0,0,0,0,0,1
"376",411,"sep_lyr","Максимов М.","Максимов Михаил Иванович","Патриотическая кантата, на семейное торжество царя русского : 25 июня и 1 июля 1842","М.","Кирилова",1842,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"377",412,"col_lyr","Хрущов П.","Хрущов Петр Иванович","Песни правды в 1841 году от рождества Христова / Написанные Петром Хрущовым.","М.","Ун. тип",1842,162,24,1,0,0,0,0,0,0,0,0,0,0,1
"378",413,"col_lyr","Любимов Н.","Любимов Николай Иванович","Стихотворения Николая Любимова","М.","Семена",1842,118,22,1,1,0,0,0,0,0,0,0,1,0,3
"379",414,"almanac",NA,NA,"Русская беседа : Собр. соч. рус. литераторов, изд. в пользу А.Ф. Смирдина: В 3 т. Т. 3","СПб.","Акад. наук",1842,648,22,1,1,0,1,1,0,0,0,0,1,0,5
"380",415,"col_lyr","Ваненко И.","Башмаков Иван Иванович","Звездочка: В 2 ч. / Разные сочинения Ивана Ваненко","М.","Лазаревых",1842,NA,14,1,1,0,0,0,0,0,0,0,1,0,3
"381",416,"sep_lyr","К. Вяземский","Вяземский Петр Андреевич","Листу : [Стихи]. 1842 / К. Вяземский","СПб.",NA,1842,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"382",417,"almanac","Милюков (изд.)","Милюков","Альбом избранных стихотворений / [Изд. шт.-кап. Милюковым]. [Ч. 1]","М.",NA,1842,98,22,1,0,0,0,0,0,0,0,0,0,0,1
"383",418,"sep_lyr","Бенедиктов","Бенедиктов Владимир Григорьевич","Монастыркам при выпуске 1842 : [Стихотворение]","СПб.",NA,1842,3,23,1,0,0,0,0,0,0,0,0,0,0,1
"384",419,"almanac",NA,NA,"Подземные ключи : [Сб. стихов и прозы] / Изд. кн. Н. Мансырев.","М.",NA,1842,460,19,1,1,0,0,1,0,0,0,0,0,0,3
"385",420,"sep_lyr",NA,NA,"На Новый 1843 год : От сторожей Петропавловского училища : [Стихотворение]","СПб.",NA,1842,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"386",421,"almanac",NA,NA,"Литературный кабинет. [Ч. 1. Ч. 2, Проза. Стихотворения] : Тр. артистов имп. моск. театров / [Соч.] П.С. Мочалова, Д.Т. Ленского, А.П. Славина [и др.].","М.","Ун. тип",1842,203,17,1,1,0,0,1,0,0,0,0,0,0,3
"387",422,"almanac","Владиславлев В. (изд.)","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1842 год. 4-й год","СПб.","III Отд. собств. Е.И.В. канц.",1842,372,20,1,1,0,1,1,0,0,0,1,0,0,5
"388",425,"col_lyr","Милькеев Е.","Милькеев Евгений Лукич","Стихотворения / [Соч.] Е. Милькеева.","М.","Губ. тип.",1843,222,21,1,1,1,1,0,0,0,0,0,1,0,5
"389",426,"col_lyr","Прощаков А.","Прощаков Александр","Стихотворения Александра Прощакова","Воронеж","Губ. правления",1843,33,20,1,0,1,0,0,0,0,0,0,0,0,2
"390",427,"col_lyr",NA,"Токарев Гавриил Александрович","Опечатки : [Сб. ориг. и пер. стихотворений].","М.","Семена",1843,263,18,1,1,1,1,1,0,0,0,0,1,0,6
"391",428,"col_lyr","Жмакин В.","Жмакин В.А.","Часы досуга : Стихотворения В. Жмакина.","Казань","Ун. тип",1843,71,23,1,1,0,0,0,0,0,0,0,0,0,2
"392",429,"col_lyr","Кара-Искандер","Кара-Искандер","Стихотворения Кара-Искандера","М.","Ун. тип",1843,108,19,1,1,0,0,0,0,0,0,0,1,0,3
"393",430,"col_lyr","Колотенко Н.","Колотенко Н.","Стихотворения : В 2 ч / Изд. Н. Колотенко. ","Одесса","Брауна",1843,90,NA,1,0,1,0,0,0,0,0,0,0,0,2
"394",431,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Кошка-вор : Забавная быль в стихах / Соч. Семена Дьячкова. ","М.","Лазаревых",1843,18,16,1,0,0,0,0,0,0,0,0,0,0,1
"395",432,"sep_nar","Куражсковский М.","Куражсковский Михаил Дементьевич","Бедокур : Рус. сказка / Соч. Михаила Куражсковского.","М.","Степанова",1843,68,15,1,1,0,0,0,0,0,0,0,0,0,2
"396",434,"sep_lyr","Львов А.","Львов Александр","Ода на приезд благодетеля Петра Яковлевича Пеца","М.","Ун. тип",1843,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"397",435,"sep_lyr","П.В. Москвич","Шереметевский Петр Васильевич","Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","М.","Лазаревых",1843,14,24,1,1,0,0,0,0,0,0,0,0,0,2
"398",436,"sep_lyr","Шереметевский П.","Шереметевский Петр Васильевич","День основания и открытия Московского воспитательного дома : Двадцать первое апреля : Стихотворение","М.","Лазаревых",1843,16,22,1,0,0,0,0,0,0,0,0,0,0,1
"399",437,"sep_lyr","Львов А.","Львов Александр","Отцу и благодетелю Петру Яковлевичу Пецу на день ангела 29 июня : [Стихотворение]","М.","Ун. тип",1843,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"400",438,"sep_lyr","А. Огинск.","Огинский Алексей Григорьевич","На рождение младенца,... Василия Карловича Шлигтинг и ... Софьи Сергеевны Шлигтинг : [Стихотворение]","СПб.",NA,1843,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"401",439,"col_lyr","Иванов Н.","Иванов Николай","Религиозные песни и думы / [Соч.] Николая Иванова.","М.","Кирилова",1843,37,12,1,1,0,0,0,0,0,0,0,0,0,2
"402",440,"almanac","Куликов Н.И.; Некрасов Н.А.","Куликов Николай Иванович; Некрасов Николай Алексеевич","Статейки в стихах : Без картинок. Т. 1","СПб.","Жернакова",1843,31,14,1,1,0,0,0,0,0,0,0,0,0,2
"403",441,"almanac","Зотов В.Р.; Некрасов Н.А.","Зотов Владимир Рафаилович; Некрасов Николай Алексеевич","Статейки в стихах : Без картинок. Т. 2","СПб.","Жернакова",1843,40,14,1,1,0,0,0,0,0,0,0,0,0,2
"404",442,"sep_lyr",NA,"Некрасов Николай Алексеевич","Кабинет восковых фигур из Вены, в человеческий рост, содержащий более 125 частию вращающихся фигур или автоматов, груп и изображений предметов исторических и мифологических из коих многие целые из воску : [Стихотворная афиша]","СПб.",NA,1843,1,54,1,0,0,0,0,0,0,0,0,0,0,1
"405",443,"sep_nar",NA,NA,"Волшебный замок или Сказка о знаменитом рыцаре Родриге и о волшебнике Роасе, продавшем душу свою демону.","М.","Степанова",1843,192,16,1,0,0,0,0,0,0,0,0,0,0,1
"406",444,"sep_nar","Т. Л.","Тургенев Иван Сергеевич","Параша : Рассказ в стихах Т.Л. : Писано в нач. 1843 г.","СПб.","Праца",1843,46,21,1,1,0,0,0,0,0,0,0,0,0,2
"407",445,"sep_lyr",NA,"Зотов Владимир Рафаилович","Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","СПб.","И.И. Бочарова",1843,17,15,1,1,0,0,0,0,0,0,0,0,0,2
"408",447,"sep_nar",NA,"Лебедев Виктор","Исповедь : [Отрывки из поэмы].","СПб.","Крайя",1843,24,NA,1,0,0,0,0,0,0,0,0,0,0,1
"409",449,"col_lyr","Крылов И.","Крылов Иван Андреевич","Басни И.А. Крылова : В 9 кн.","СПб.","Воен.-учеб. заведений",1843,326,23,1,1,1,1,0,0,0,0,0,1,0,5
"410",451,"sep_nar","Гребенка Е.","Гребенка Евгений Павлович","Богдан : Сцены из жизни малороссийск. гетмана Зиновия Хмельницкого : [В стихах] / Соч. Е. Гребенка","СПб.","Бородина и К",1843,58,19,1,0,0,0,0,0,0,0,0,0,0,1
"411",455,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1843 год.","М.","Лазаревых",1843,7,NA,1,0,0,0,0,0,0,0,0,0,0,1
"412",456,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1844 год.","М.","Ун. тип",1843,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"413",457,"almanac","Владиславлев В. (изд.)","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1843 год. 5-й год","СПб.","III Отд. собств. Е.И.В. канц.",1843,364,20,1,1,0,0,0,0,0,0,0,0,0,2
